,title,affiliations
146,DioR: Adaptive Cognitive Detection and Contextual Retrieval Optimization for Dynamic Retrieval-Augmented Generation,"['Zhejiang Normal University', 'Southeast University and Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology', 'Zhejiang Normal University', 'Soochow University']"
147,Unveiling the Power of Source: Source-based Minimum Bayes Risk Decoding for Neural Machine Translation,"['Institute of Science Tokyo', 'Nara Institute of Science and Technology', 'Institute of Science Tokyo', 'Institute of Science Tokyo and Tokyo Institute of Technology, Tokyo Institute of Technology']"
148,ToolHop: A Query-Driven Benchmark for Evaluating Large Language Models in Multi-Hop Tool Use,"['ByteDance', 'ByteDance Inc.', 'ByteDance Inc.', 'ByteDance Inc.', 'ByteDance Inc.', 'ByteDance Inc.', 'Fudan University', 'Fudan University', 'Fudan University', 'ByteDance Inc.']"
149,Mixture of insighTful Experts (MoTE): The Synergy of Reasoning Chains and Expert Mixtures in Self-Alignment,"['Hong Kong University of Science and Technology', 'The Hong Kong University of Science and Technology', 'Huawei Technologies Ltd.', 'Southern University of Science and Technology', 'Department of Computer Science and Engineering, Hong Kong University of Science and Technology and Huawei Noah’s Ark Lab', 'Huawei Noah’s Ark Lab', 'Department of Computer Science and Engineering, The Hong Kong University of Science and Technology']"
150,MAPS: Motivation-Aware Personalized Search via LLM-Driven Consultation Alignment,"['Renmin University of China', 'University of International Business and Economics', 'Lenovo Group Limited', 'AI Lab at Lenovo Research, Hangzhou Dianzi University and Northwest University', 'Renmin University of China', 'Renmin University of China']"
151,Aristotle: Mastering Logical Reasoning with A Logic-Complete Decompose-Search-Resolve Framework,"['National University of Singapore', 'University of Auckland', 'University of Arizona', 'UC Santa Barbara', 'Mohamed bin Zayed University of Artificial Intelligence', 'National University of Singapore', 'National University of Singapore']"
152,LADM: Long-context Training Data Selection with Attention-based Dependency Measurement for LLMs,"['University of Chinese Academy of Sciences', 'University of the Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences']"
153,Iron Sharpens Iron: Defending Against Attacks in Machine-Generated Text Detection with Adversarial Training,['Xi’an Jiaotong University']
154,Cultural Learning-Based Culture Adaptation of Language Models,"['University of Cambridge', 'Institute for Computer Science, Artificial Intelligence and Technology, Mohamed bin Zayed University of Artificial Intelligence and Technische Universität Darmstadt']"
155,A-TASC: Asian TED-Based Automatic Subtitling Corpus,"['Institute of Industrial Science, the University of Tokyo']"
156,Refuse Whenever You Feel Unsafe: Improving Safety in LLMs via Decoupled Refusal Training,"['The Chinese University of Hong Kong-Shenzhen', 'Tencent AI Lab', 'Hong Kong University of Science and Technology', 'Tencent AI Lab', 'Tencent AI Lab', 'The Chinese University of Hong Kong, Shenzhen', 'Tencent AI Lab']"
157,Token Prepending: A Training-Free Approach for Eliciting Better Sentence Embeddings from LLMs,"['Nanjing University', 'Nanjing University', 'nanjing university', 'Nanjing University']"
158,"No Questions are Stupid, but some are Poorly Posed: Understanding Poorly-Posed Information-Seeking Questions","['University of Maryland, College Park']"
159,Understanding Common Ground Misalignment in Goal-Oriented Dialog: A Case-Study with Ubuntu Chat Logs,"['Georgetown University and Army Research Lab', 'University of Maryland, College Park']"
160,Addressing Blind Guessing: Calibration of Selection Bias in Multiple-Choice Question Answering by Video Language Models,['University of Essex']
161,Towards Reward Fairness in RLHF: From a Resource Allocation Perspective,"['Renmin University of China', 'Renmin University of China', 'Renmin University of China']"
162,Taming LLMs with Gradient Grouping,"['Peking University', 'The Hong Kong University of Science and Technology', 'Peking University', 'Department of Computer Science and Engineering, The Hong Kong University of Science and Technology and VGG, University of Oxford']"
163,LazyReview: A Dataset for Uncovering Lazy Thinking in NLP Peer Reviews,"['Technische Universität Darmstadt', 'Royal Melbourne Institute of Technology', 'Universität Hamburg', 'Monash University', 'Institute for Computer Science, Artificial Intelligence and Technology, Mohamed bin Zayed University of Artificial Intelligence and Technische Universität Darmstadt']"
164,Revisiting Common Assumptions about Arabic Dialects in NLP,"['University of Edinburgh, University of Edinburgh', 'University of Edinburgh', 'University of Edinburgh']"
165,Retrieve to Explain: Evidence-driven Predictions for Explainable Drug Target Identification,"['BenevolentAI', 'BenevolentAI']"
166,Whose Boat Does it Float? Improving Personalization in Preference Tuning via Inferred User Personas,"['New York University', 'University of Maryland, College Park', 'George Washington University', 'University of Maryland, College Park']"
167,Which of These Best Describes Multiple Choice Evaluation with LLMs? A) Forced B) Flawed C) Fixable D) All of the Above,"['University of Maryland, College Park']"
168,Detection of Human and Machine-Authored Fake News in Urdu,"['University of Waikato', 'The University of Waikato']"
169,An Efficient Task-Oriented Dialogue Policy: Evolutionary Reinforcement Learning Injected by Elite Individuals,"['Changsha University of Science and Technology', 'Central South University', 'Utrecht University']"
170,SR-LLM: Rethinking the Structured Representation in Large Language Model,"['Tianjin University', 'Hangzhou Institute of Medicine Chinese Academy of Science', 'Westlake University', 'Tianjin University', 'KMind.AI and Westlake University']"
171,Taming Language Models for Text-attributed Graph Learning with Decoupled Aggregation,"['Hong Kong Polytechnic University', 'Hong Kong Polytechnic University', 'Stevens Institute of Technology', 'The Hong Kong Polytechnic University']"
172,Contrastive Prompting Enhances Sentence Embeddings in LLMs through Inference-Time Steering,"['Nanjing University', 'Nanjing University', 'Singapore Management University and Nanjing University', 'Nanjing University']"
173,Cracking the Code of Hallucination in LVLMs with Vision-aware Head Divergence,"['Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese Academy of Sciences', 'Southeast University', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'National University of Singapore', 'Institute of Automation, Chinese Academy of Sciences']"
174,Hierarchical Document Refinement for Long-context Retrieval-augmented Generation,"['Renmin University of China', 'Renmin University of China']"
175,Comparing Moral Values in Western English-speaking societies and LLMs with Word Associations,['University of Melbourne']
176,TEACH: A Contrastive Knowledge Adaptive Distillation Framework for Classical Chinese Understanding,"['Beijing University of Posts and Telecommunications', 'Beijing University of Posts and Telecommunications', 'Beijing University of Posts and Telecommunications', 'Beijing University of Posts and Telecommunications']"
177,RAG-Critic: Leveraging Automated Critic-Guided Agentic Workflow for Retrieval Augmented Generation,"['Renmin University of China', 'Renmin University of China', 'Renmin University of China']"
178,Progressive Multimodal Reasoning via Active Retrieval,"['Renmin University of China', 'Renmin University of China', 'Renmin University of China', 'Renmin University of China']"
179,Pre-training Distillation for Large Language Models: A Design Space Exploration,"['Tsinghua University, Tsinghua University', 'Zhipu AI', 'Tsinghua University, Tsinghua University']"
180,Teaching Vision-Language Models to Ask: Resolving Ambiguity in Visual Questions,"['University of the Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences']"
181,LongBench v2: Towards Deeper Understanding and Reasoning on Realistic Long-context Multitasks,"['Tsinghua University, Tsinghua University', 'Department of Computer Science and Technology, Tsinghua University', 'Zhipu AI', 'Zhipu AI and Tsinghua University', 'Tsinghua University, Tsinghua University', 'Tsinghua University', 'Tsinghua University, Tsinghua University']"
182,Battling against Tough Resister: Strategy Planning with Adversarial Game for Non-collaborative Dialogues,"['National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology']"
183,Cross-model Transferability among Large Language Models on the Platonic Representations of Concepts,"['Sichuan University', 'Sichuan University', 'Sichuan University']"
184,FoldMoE: Efficient Long Sequence MoE Training via Attention-MoE Pipelining,"['University of Hong Kong', 'University of Hong Kong', 'The University of Hong Kong', 'The University of Hong Kong', 'the University of Hong Kong, University of Hong Kong', 'the University of Hong Kong, University of Hong Kong']"
185,LongReward: Improving Long-context Large Language Models with AI Feedback,"[',Chinese Academy of Sciences', 'Zhipu AI', 'Zhipu AI and Tsinghua University', 'Tsinghua University, Tsinghua University', 'Tsinghua University', 'Tsinghua University, Tsinghua University']"
186,"Influences on LLM Calibration: A Study of Response Agreement, Loss Functions, and Prompt Styles","['Universität Vienna', 'Aarhus University', 'Universität Vienna']"
187,UTBoost: Rigorous Evaluation of Coding Agents on SWE-Bench,"['Department of Computer Science', 'The Chinese University of Hong Kong, Shenzhen']"
188,Towards Better Evaluation for Generated Patent Claims,['University of Cambridge and Duke University']
189,Fine-Tuning on Diverse Reasoning Chains Drives Within-Inference CoT Refinement in LLMs,"['TU Darmstadt', 'Queen’s University', 'University of Bath', 'Institute for Computer Science, Artificial Intelligence and Technology, Mohamed bin Zayed University of Artificial Intelligence and Technische Universität Darmstadt']"
190,Establishing Trustworthy LLM Evaluation via Shortcut Neuron Analysis,"['Tsinghua University, Tsinghua University', 'Institute of automation, Chinese academy of science']"
191,Do Large Language Models have an English Accent? Evaluating and Improving the Naturalness of Multilingual LLMs,"['Sapienza University of Rome', 'Apple', 'Apple']"
192,Enhancing Character-Level Understanding in LLMs through Token Internal Structure Learning,['Chongqing University of Post and Telecommunications']
193,Conformity in Large Language Models,"['University of Sheffield', 'University of Cambridge', 'University of Cambridge']"
194,Interpret and Improve In-Context Learning via the Lens of Input-Label Mappings,"['Alibaba Group', 'University of Science and Technology of China', 'Alibaba Group', 'Alibaba Group']"
195,Positional Overload: Positional Debiasing and Context Window Extension for Large Language Models using Set Encoding,"['Karlsruher Institut für Technologie', 'Technische Universität München', 'Technical University of Munich', 'Karlsruher Institut für Technologie']"
196,VReST: Enhancing Reasoning in Large Vision-Language Models through Tree Search and Self-Reward Mechanism,"['Southeast University', 'Southeast University', 'Southeast University', 'Tsinghua University', 'Guangming Laboratory']"
